"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"823.8","016103755","Monograph","Language material ; Text","Volume","GBB257902","","9781782010012","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Broadribb, Donald, 1933-, translator [person]","Trans la spegulo kaj kion Alico trovis tie","Through the looking-glass. Esperanto","","","Ireland","Cathair na Mart, Colorado Mhaigh Eo","Evertype","2012","","x, 165 pages, illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English ; Esperanto","Text in Esperanto ; forewords in Esperanto and English ; includes translations of Jabberwocky by Marjorie Boulton, Jim Cool, Mark Armantrout and William F. Orr",""
"823.8","016122607","Monograph","Language material ; Text","Volume","GBB267664","","9781435142886","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","Alice's adventures in Wonderland : Through the looking-glass","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","Barnes & Noble leatherbound classics","","United States of America","New York","Barnes & Noble","2012","","233 pages, 22 cm","YK.2013.a.17479","Alice, (Fictitious character from Carroll)--Fiction","Fantasy ; Fiction","English","",""
"823.8","016127624","Monograph","Language material ; Text","Volume","GBB271199","","9781782010050","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Fauconnier, Jean-Luc [person]","Lès-avirètes da Alice ô payis dès mèrvèyes","Alice's adventures in Wonderland. Walloon","","","Ireland","Cathair na Mart, Colorado Mhaigh Eo","Evertype","2012","","x, 139 pages, illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English ; French ; Walloon","",""
"823.8","016182989","Monograph","Language material ; Text","Volume","GBB2A0368","","9781909175891","Carroll, Lewis","1832-1898","person","","Bollinger, Max, 1974- [person] ; Carroll, Lewis, 1832-1898 [person]","Alice's adventures in Wonderland","","Timeless classics","","England","London","Sovereign","2012","New edition","102 pages, illustrations, 21 cm","YK.2013.a.21448","Alice, (Fictitious character from Carroll)--Fiction","Fiction","English","",""
"823.8","016191968","Monograph","Language material ; Text","Volume","GBB2A5630","","9781782010081","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Johnson, Laureen, translator [person]","Alice's adventirs in Wonderlaand","Alice's adventures in Wonderland. Scots","","","Ireland","Cathair na Mart, Colorado Maigh Eo","Evertype","2012","","viii, 126 pages, illustrations, 22 cm","","Shetland dialect--Texts ; Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","Scots","",""
"823.8","016191971","Monograph","Language material ; Text","Volume","GBB2A5633","","9781782010159","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Watson, Moray, 1971-, translator [person]","Eachdraidh Ealasaid ann an Tìr nan Iongantas","Alice's adventures in Wonderland. Scottish Gaelic","","","Ireland","Cathair na Mart, Colorado Maigh Eo","Evertype","2012","First edition","x, 141 pages, illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","Gaelic","",""
"823.8","016191972","Monograph","Language material ; Text","Volume","GBB2A5634","","9781782010173","Ackerman, Sherry L.","","person","","Ackerman, Sherry L. [person]","Behind the looking glass : reflections on the myth of Lewis Carroll","Reflections on the myth of Lewis Carroll","","","Ireland","Cathair na Mart, Colorado Maigh Eo","Evertype","2012","Second edition","xxiii, 221 pages, illustrations, 22 cm","YC.2013.a.13471","Carroll, Lewis, 1832-1898--Criticism and interpretation","","English","Previous edition: Newcastle : Cambridge Scholars, 2008",""
"823.8","016210489","Monograph","Language material ; Text","Volume","GBB2B4706","","9781409533016","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Parreño, Fran, illustrator [person]","Alice's adventures in Wonderland","","Usborne illustrated originals","","England","London","Usborne","2013","New edition, illustrated by Fran Parreño","239 pages, colour illustrations, 20 cm","YK.2013.a.25019","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","016216006","Monograph","Language material ; Text","Volume","GBB2B8029","","9781782010227","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; NeSmith, Keao, translator [person]","Ma loko o ke aniani kū a me ka mea i loaʿa iā ʿAleka ma laila","Through the looking-glass. Hawaiian","","","Ireland","Cnoc Sceichín, Leac an Anfa, Cathair na Mart, Colorado Mhaigh Eo, Éire","Evertype","2012","","viii, 171 pages, black and white illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","Hawaiian","'Includes the 'suppressed episode 'The wasp in a wig', with picture drawn in Tenniel's style by Ken Leeder in 1977'--foreword ; Hawaiian translation from the English",""
"823.8","016226405","Monograph","Language material ; Text","Volume","GBB2C3677","","9781782010166","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; McClure, J. Derrick, translator [person]","Ailice's anters in Ferlielann","Alice's adventures in Wonderland. Scots","","","Ireland","Cathair na Mart, Colorado Maigh Eo","Evertype","2012","First edition","xxii, 126 pages, illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction ; Scots language--Dialects--Scotland--Grampian--Texts","Children's fiction ; Fantasy","Scots","",""
"823.8","016230103","Monograph","Language material ; Text","Volume","GBB2C5670","","9781908493699","Davies, Mark","1955-","person","","Davies, Mark, 1955- [person]","Alice in waterland : Lewis Carroll and the River Thames in Oxford","","","","England","Oxford","Signal","2013","New edition","1 volume, illustrations","","Thames River (England)--Description and travel ; Carroll, Lewis, 1832-1898--Characters ; Carroll, Lewis, 1832-1898--Travel--England--Thames River","","English","Previous edition: 2010",""
"823.8","016242998","Monograph","Language material ; Text","Volume","GBB3B9383","","9781406344400","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Carroll, Lewis, 1832-1898 [person] ; Oxenbury, Helen, illustrator [person]","The complete Alice","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","","","England","London","Walker","2012","","22 volumes, illustrations (black and white and colour), 15 cm","YK.2014.a.39","Children's stories, English ; Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","In box",""
"823.8","016253116","Monograph","Language material ; Still image ; Text","Volume","GBB304596","","9781782010203","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Sokop, Hans Werner, translator [person]","Der Alice ihre Obmteier im Wunderlaund","Alice's adventures in Wonderland. German","","","Ireland","Cnoc Sceichín, Leac an Anfa, Cathair na Mart, Colorado Mhaigh Eo, Éire","Evertype","2012","","x, 134 pages, black and white illustrations, 22 cm","","German language--Dialects--Austria--Vienna--Texts ; Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","German","",""
"823.8","016271026","Monograph","Language material ; Text","Volume","GBB312198","","9781782010258","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Þórarinn Eldjárn, translator [person]","Ævintýri Lísu í Undralandi","Alice's adventures in Wonderland. Icelandic","","","Ireland","Cnoc Sceichín, Leac an Anfa, Cathair na Mart, Colorado Mhaigh Eo, Éire","Evertype","2013","","viii, 128 pages, black and white illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","Icelandic","Icelandic translation from the English",""
"823.8","016299332","Monograph","Language material ; Text","Volume","GBB324367","","9780393932348","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Gray, Donald J. [person] ; Carroll, Lewis, 1832-1898 [person]","Alice in Wonderland","Works. Selections","A Norton Critical Edition","","United States of America","New York","W. W. Norton","2013","Third edition","viii, 392 pages, illustrations, 21 cm","YC.2015.a.6886","Fantasy literature, English--History and criticism ; Children--Books and reading--Great Britain--History--19th century ; Children's literature, English--History and criticism ; Alice, (Fictitious character from Carroll)--Fiction ; Carroll, Lewis, 1832-1898--Criticism and interpretation","Fiction","English","",""
"823.8","016309129","Monograph","Language material ; Still image ; Text","Volume","GBB330352","","9781782010197","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Midgley, Ralph, translator [person] ; Everson, Michael, 1963-, editor [person]","L'aventuros d'Alis in Marvoland","Alice's adventures in Wonderland. Neo","","","Ireland","Cathair na Mart, Colorado Mhaigh Eo, Éire","Evertype","2013","","xiii, 115, black and white illustrations, portraits, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","Artificial languages ; English","",""
"823.8","016325434","Monograph","Language material ; Still image ; Text","Volume","GBB341647","","9781782010371","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Lornie, June, illustrator [person]","Alice's adventures in Wonderland","","","","Ireland","Cathair na Mart, Eire","Evertype","2013","New edition, illustrated by June Lornie","vi, 92 pages, colour illustrations, 22 cm","YKL.2015.a.6505","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","English","",""
"823.8","016335451","Monograph","Language material ; Still image ; Text","Volume","GBB346199","","9781782010234","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Simanu-Klutz, Luafata, translator [person]","'O tāfoga a 'Ālise i le Nu'o o Mea Ofoofogia","Alice's adventures in Wonderland. Samoan","","","Ireland","Cathair na Mart, Colorado Mhaigh Eo, Éire","Evertype","2013","","xiv, 132 pages, black and white illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","English ; Samoan","",""
"823.8","016335452","Monograph","Language material ; Still image ; Text","Volume","GBB346200","","9781782010265","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; McCallum, Andrew, 1959-, translator [person]","Ailis's anterins i the Laun o Ferlies","Alice's adventures in Wonderland. Scots","","","Ireland","Cathair na Mart, Colorado Mhaigh Eo, Éire","Evertype","2013","","viii, 124 pages, black and white illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","English ; Scots","",""
"823.8","016416445","Monograph","Language material ; Still image ; Text","Volume","GBB350185","","9781782010111","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Morrison-Smyth, Anne, translator [person]","Alice's carrànts in Wunnerlan","Alice's adventures in Wonderland. Scots","","","Ireland","Cathair na Mart, Colorado Mhaigh Eo, Éire","Evertype","2013","","viii, 125 pages, black and white illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","Scots","Translated from the English",""
"823.8","016419444","Monograph","Language material ; Still image ; Text","Volume","GBB352173","","9781782010340","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Szilágyi, Anikó, translator [person] ; Kőszeghy, Anna, editor [person]","Aliz kalandjai Csodaországban","Alice's adventures in Wonderland. Hungarian","","","Ireland","Cathair na Mart, Colorado Mhaigh Eo, Éire","Evertype","2013","","xix, 123 pages, black and white illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","English ; Hungarian","Text in Hungarian; foreword in Hungarian and English",""
"823.8","016455992","Monograph","Language material ; Still image ; Text","Volume","GBB5F1814","","9780980104400 ; 9780980104417","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Taylor, Maggie, 1961-, illustrator [person]","Lewis Carroll's Alice's adventures in Wonderland","Alice's adventures in Wonderland","","","United States of America","Palo Alto, California","Modernbook","2008","First edition","186 pages, colour illustrations, 29 cm","LC.31.b.15132","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","016468309","Monograph","Language material ; Still image ; Text","Volume","GBB369985","","9781782010357","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Ewell, Doug, editor [person]","Alice's adventures in Wonderland","","","","United States of America","Westport","Evertype","2013","New edition, edited by Doug Ewell","xvi, 132 pages, illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","English","",""
"823.8","016468310","Monograph","Language material ; Still image ; Text","Volume","GBB369986","","9781782010401","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Burstein, Mark, 1950-, editor [person]","Soni͡a v t͡sarstvi͡e diva = Sonja in a kingdom of wonder","Alice's adventures in Wonderland. Russian ; Sonja in a kingdom of wonder","","","Ireland","Westport","Evertype","2013","","1 volume (various pagings), illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","Russian","Translated from the English",""
"823.8","016473293","Monograph","Language material ; Still image ; Text","Volume","GBB372308","","9781782010425","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Schlosser, Franz, translator [person]","De Lissel ehr Erlebnisses im Wunnderland","Alice's adventures in Wonderland. German","","","Ireland","Westport","Evertype","2013","","xiv, 143 pages, illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","German","Translated from the English",""
"823.8","016495937","Monograph","Language material ; Still image ; Text","Volume","GBB383629","","9781782010449","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Shchur, Max, translator [person]","Alesiny pryhody u Tsudazem-i","Alice's adventures in Wonderland. Belarussian","","","Ireland","Westport","Evertype","2013","","xi, 143 pages, illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","Belarusian","Translated from the English",""
"823.8","016499259","Monograph","Language material ; Text","Volume","GBB384753","","9781409419037","Jaques, Zoe","","person","","Giddens, Eugene [person] ; Jaques, Zoe [person]","Lewis Carroll's Alice's Adventures in Wonderland and Through the Looking Glass : a publishing history","","Ashgate Studies in Publishing History","","England","Burlington, Vermont ; Farnham, Surrey","Ashgate","2013","","xiii, 248 pages, illustrations, 25 cm","YC.2014.a.782","Fantasy fiction, English--Adaptations--History and criticism ; Children's stories--Publishing--Great Britain--History--19th century ; Carroll, Lewis, 1832-1898 ; Carroll, Lewis, 1832-1898--Adaptations--History and criticism ; Publishers and publishing--Great Britain--History--19th century ; Alice, (Fictitious character from Carroll)","","English","",""
"823.8","016499757","Monograph","Language material ; Still image ; Text","Volume","GBB385250","","9781782010364","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Thurman, Thomas, 1975-, editor [person]","Alice's adventures in Wonderland : an edition printed in the Shaw alphabet","","","","Ireland","Westport","Evertype","2013","First edition","x, 109 pages, illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","016504844","Monograph","Language material ; Still image ; Text","Volume","GBB388448","","9780147509079","Carroll, Lewis","1832-1898","person","author ; illustrator","Tenniel, John, 1820-1914, illustrator [person] ; Haughton, Hugh, 1948-, editor [person] ; Carroll, Lewis, 1832-1898, author ; illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","Alice's adventures in Wonderland : and, Through the looking-glass and what Alice found there ; Alice's adventures under ground","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","","","United States of America","New York","Penguin","2012","","lxxx, 356 pages, black and white illustrations, 21 cm","YKL.2014.a.1325","Alice, (Fictitious character from Carroll)","Children's fiction","English","",""
