"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Three sunsets, and other poems","","009582181","Monograph","Language material ; Text","Volume","","","","Carroll, Lewis","1832-1898","person","","Carroll, Lewis, 1832-1898 [person]","","","","","","1898","","","","W9/2143","","","English","",""
"Through the Looking Glass","","017787376","Monograph","Language material ; Text","Volume","","","9781911060239","Carroll, Lewis","1832-1898","person","","Carroll, Lewis, 1832-1898 [person]","","","England","London","Hyde Park ; Transatlantic","2016","","128 pages, 20 x 13 cm","","","","","English","paperback",""
"Through the Looking-Glass : and What Alice Found There","","016974849","Monograph","Language material ; Still image ; Text","Volume","GBB4E5523","","9781447280002","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person]","","","England","London","Macmillan","2015","","213 pages, illustrations","823.8","YKL.2016.a.10833","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"Through the Looking-Glass","","019378917","Monograph","Language material","","","","9781911238645","Carroll, Lewis","1832-1898","person","","Carroll, Lewis, 1832-1898 [person] ; Robinson, Jennifer H. [person]","Classics illustrated","73 [Classics illustrated]","England","Newbury","NewSouth ; Orca Book Services ; South Pacific Book","2019","","48 pages, 270 line drawings, colour, 24 x 17 cm","","","","","English","paperback / softback",""
"Through the Looking-Glass, etc","","000617615","Monograph","Language material ; Text","Volume","","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person]","","","England","London","Hamlyn Classics","1954","","187 pages (8°)","","12836.i.18","","","English","",""
"Through the Looking-Glass, etc","Play in one scene from Through the Looking Glass by Lewis Carroll ; Through the looking-glass","002804560","Monograph","Language material ; Text","Volume","","","","Pearn, V. A. (Violet A.)","","person","author","Carroll, Lewis, 1832-1898 [person] ; Pearn, V. A. (Violet A.), author [person]","French's Acting Edition","number 313 [French's Acting Edition]","England","London","","1948","","","","11791.t.1/871","","","English","",""
"Through the looking glass : a play in ten scenes","Through the looking-glass","001235887","Monograph","Language material ; Text","Volume","","","","Findlay, Maud I.","","person","author","Findlay, Maud I., author [person] ; Carroll, Lewis, 1832-1898 [person]","","","England","London","Oxford University Press","1933","","39 pages (8°)","","011781.i.104","","Drama","English","",""
"Through the looking glass : and what Alice found there","","000617611","Monograph","Language material ; Text","Volume","","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person]","Puffin Story Books","PS 44 [Puffin Story Books]","England","Harmondsworth","Penguin","1948","","189 pages, illustrations, 18 cm","","W.P.13534/44 ; W22/4587","","","English","",""
"Through the looking glass : and what Alice found there","","006979133","Monograph","Language material ; Text","Volume","GB5100180","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Cloke, Rene, illustrator [person]","","","England","London","R. Gawthorn","1950","","119 pages, illustrations, 26 cm","823.8","12831.dd.16","","","English","",""
"Through the looking glass : and what Alice found there","","007026965","Monograph","Language material ; Text","Volume","GBA244751","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Themerson, Franciszka, 1907-1988, illustrator [person]","","","England","Witney","Inky Parrot","2001","","122 pages, illustrations (chiefly colour), 1 portrait, 27 cm","823.8","C.188.b.66 ; RF.2002.b.64","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","English","",""
"Through the looking glass : and what Alice found there","","008310355","Monograph","Language material ; Text","Volume","GB5301582","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Turner, Helen Monro, 1901-1997, illustrator [person]","Nelson classics","","England","London","Thomas Nelson","1953","","xii, 173 pages, illustrations, 16 cm","823.8","012207.c.79","","","English","",""
"Through the looking glass : and what Alice found there","","008325472","Monograph","Language material ; Text","Volume","GB5403207","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person]","Hamlyn classics series","","England","","Preview","1954","","188 pages, illustrations, 22 cm","823.8","","","","English","",""
"Through the looking glass : and what Alice found there","","009913124","Monograph","Language material ; Text","Volume","GBA202031","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Parry, Nicholas, 1937-2012, illustrator [person]","","","England","Market Drayton","Tern","2001","","183 pages, illustrations, 29 cm","823.8","RF.2001.b.132","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","English","Limited edition of 90 copies",""
"Through the looking glass : and what Alice found there","","009918335","Monograph","Language material ; Text","Volume","GBA335739","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person]","Puffin classics","","England","London","Puffin","1994","","161 pages, illustrations, 1 portrait, 20 cm","823.8","Nov.2003/877","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","English","",""
"Through the looking glass : and what Alice found there","","011930651","Monograph","Language material ; Text","Volume","GB8517400","","9780140350395","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person]","Puffin classics","","England","Harmondsworth","Puffin","1984","","172 pages, illustrations, 19 cm","823.8","X.990/24295","Children's stories in English--1837-1900--Texts","","English","",""
"Through the looking glass : and what Alice found there","","012629969","Monograph","Language material ; Text","Volume","GB8117398","","9780706415582","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person]","","","England","London","Octopus","1981","","216 pages, illustrations, 22 cm","823.8","X.992/4396","Children's stories in English--1837-1900--Texts","","English","",""
"Through the looking glass and what Alice found there","Alice's adventures in Wonderland : & Through the looking-glass and what Alice found there ; Novels. Selections","017835684","Monograph","Language material ; Still image ; Text","Volume","GBB662221","","9781909621572","Carroll, Lewis","1832-1898","person","","Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person] ; South, Anna, writer [person]","","","England","London","Macmillan","2016","New edition, Lewis Carroll, illustrated by John Tenniel, afterword by Anna South","283 pages, black and white illustrations, 16 cm","823.8","YKL.2017.a.10904","Children's stories, English ; Alice, (Fictitious character from Carroll)--Juvenile fiction ; Fantasy fiction, English","Children's fiction","English","Originally published: London: Bloomsbury, 2001",""
"Through the looking glass and what Alice found there","Through the looking-glass","017646669","Monograph","Language material ; Still image ; Text","Volume","GBB643505","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Domínguez, Angel, illustrator ; writer [person] ; Inky Parrot Press (1999-), publisher [organisation]","","","England","Church Hanborough","Inky Parrot","2015","","149 pages, illustrations (black and white and colour), 32 cm + 1 bound booklet, 5 cards","823.8","RF.2016.b.24","Alice, (Fictitious character from Carroll)--Fiction ; Artists' illustrated books--Great Britain--21st century","Fantasy ; Fiction","English","'The book is set in Breughel by Charles Hall, who also prepared the artwork for printing. The book is printed on Stow book-white paper by Northend Creative Print Solutions and bound by Ludlow Bookbinders. There are 180 Standard copies, 52 Special copies and 32 Exemplary copies'--colophon ; Contained in a box ; The painted cards are contained in a folder",""
"Through the looking glass and what Alice found there","Through the looking-glass","017834982","Monograph","Language material ; Still image ; Text","Volume","GBB661519","","9781509820498","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","","","England","London","Macmillan","2016","Little folks' edition","127 pages, colour illustrations, 13 cm","823.8","YKL.2017.a.13536","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","'Adapted for very little folks from the original story.' ; 'First edition published by Macmillan & Co. Ltd, 1903'--Title page verso ; 'This delightful little book dates back to 1903 and was published as a companion to The Little Folks' edition of Alice's Adventures in Wonderland. It contains only those part of the text and illustrations from Through the Looking-Glass and What Alice Found There which were considered at the time to be suitable for very little children'--Note ; Additional physical form: ebook version. 9781509842858",""
"Through the looking glass in Belarusian","Na tym baku li͡ustra, i shto tam napatkala Alesi͡u = Through the looking glass in Belarusian ; Through the looking glass. Belorussian","017749819","Monograph","Language material ; Still image ; Text","Volume","GBB627409","","9781782011491","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Everson, Michael, 1963-, editor ; writer [person] ; Shchur, Maks, translator [person]","","","Ireland","Portlaoise","Evertype","2016","Vydanʹne pershae = First edition","x, 166 pages, black and white illustrations, 22 cm","823.8","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","Belarusian","",""
"Through the looking glass","","010318632","Monograph","Language material ; Text","Volume","GB6918123","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person]","A Bancroft classic","47 [A Bancroft classic]","England","London","Bancroft","1969","","112 pages, 21 cm","823.8","","","","English","",""
"Through the looking glass","","011326965","Monograph","Language material ; Text","Volume","GB7710931","","9780361035521","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person]","A Purnell classic","","England","Maidenhead","Purnell","1977","","112 pages, illustrations, 21 cm","823.8","X.990/8659","Fiction in English ; Fiction in English--1837-1900--Texts","","English","",""
"Through the looking glass","","015576510","Monograph","Language material ; Text","Volume","GBB152106","","9780007350933","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person]","Collins classics","","England","London","Harper","2010","","viii, 178 pages, illustrations, 18 cm","823.8","YK.2011.a.11452","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"Through the looking glass","","015682989","Monograph","Language material ; Text","Volume","","","9780141197036","Carroll, Lewis","1832-1898","person","","Carroll, Lewis, 1832-1898 [person]","","","England","London","Booksite Afrika ; Penguin ; United Book","2010","","176 pages, 18 x 11 cm","","","","","English","paperback",""
"Through the looking glass","","016051749","Monograph","Language material ; Text","Volume","GBB358465","","9780140624083","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person]","Penguin popular classics","","England","London","Penguin","2007","","172 pages, black and white illustrations, 19 cm","823.8","YK.2013.a.14900","","","English","",""
"Through the looking glass","","016965843","Monograph","Language material ; Still image ; Text","Online resource (ePub ebook)","GBB4D8359","","9781447292951","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person]","Macmillan Children's Classics","2 [Macmillan Children's Classics]","England","London","Macmillan","2015","Macmillan classics edition","1 online resource, illustrations","823.8","ELD.DS.109675","Classic Fiction (Pre C 1945) ; Classics ; Alice, (Fictitious character from Carroll)--Juvenile fiction ; Fantasy ; Fantasy & magical realism (Children's / Teenage) ; Fantasy & Magic","Children's fiction","English","Additional physical form: Print version. 9781447273097 ; This edition previously issued in print: 2014",""
"Through the looking glass","","017143494","Monograph","Language material","","","","9780230469303","","","","","Carroll, Lewis, 1832-1898 [person] ; Munton, Gill [person]","Explorers 6","","England","London","Alliance ; Booksite Afrika ; Macmillan","2015","","88 pages","","","","","English","paperback",""
"Through the looking glass","","017646666","Monograph","Language material","","","","","Carroll, Lewis","1832-1898","person","","Carroll, Lewis, 1832-1898 [person]","","","","","Inky Parrot","","Angel Dominuez (illustrator) edition","","","","","","English","",""
"Through the looking glass","","017797010","Monograph","Language material ; Text","Volume","GBB648440","","9781908533319","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person]","TAP classics","","England","London","Transatlantic","2016","","1 volume, 18 cm","823.8","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"Through the looking glass","","017915217","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB694277","","9781509842858","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person]","","","England","London","Macmillan","2016","Little folks' edition, illustrated by John Tenniel","1 online resource, colour illustrations","823.8","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","Additional physical form: Print version. 9781509820498",""
"Through the looking glass","","018014435","Monograph","Language material ; Text","Online resource","GBB6G4413","","9780007382583","Carroll, Lewis","1832-1898","person","","Carroll, Lewis, 1832-1898 [person]","Collins classics","","England","","Harper","2010","","1 online resource","823.8","ELD.DS.90472","Fiction ; FICTION / Classics ; Alice, (Fictitious character from Carroll)--Juvenile fiction ; Fiction--Classics","Children's fiction ; Fiction","English","",""
"Through the looking glass","","018541288","Monograph","Language material ; Still image ; Text","Volume","GBC089757","","9780008195601","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person]","Collins classics","","England","London","William Collins","2017","","viii, 150 pages, black and white illustrations, 20 cm","823.8","YKL.2019.a.8718","Alice, (Fictitious character from Carroll)--Fiction","Fiction","English","",""
